"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
2196,"Doreen Primary School",108477,"75 Doctors Gully Road Doreen   Vic 3754",,,,1
2197,"Dorrigo Primary School",130741,"Hickory Street Dorrigo   Nsw 2453",,,,
2198,"Dorroughby Environmental Education Centre",141700,,,,,1
2199,"Dorset Primary School",108485,"1-11 Rescorla Ave Croydon   Vic 3136",,,,1
2200,"Double Bay Public School",108488,"1a William Street Cnr Ocean Street Double Bay   Nsw 2028",,,,171
2201,"Doubleview Primary School",108492,"203 St Brigids Terrace Doubleview   Wa 6018",,,,1
2202,"Doubtful Creek Public School",108490,"Sextonville Road Via Casino   Nsw 2470",,,,1
2203,"Douglas Daly Primary School Parr Office Blk D 1st Fl",108494,"1st Floor Ludmilla School Bagot Road Ludmilla   Nt 0820",,,,1
2204,"Douglas Park Public School",108497,"111 Camden Road Douglas Park   Nsw 2569",,,,1
2205,"Dover District High School Infants School",108502,"6940 Huon Highway Main Road Dover   Tas 7117",,,,1
2206,"Doxa School Bendigo",129722,"118 Hargreave Street Bendigo   Vic 3550",,,,1
2207,"Drake Public School",108523,"Lot 12 Allison Street Drake   Nsw 2469",,,,1
2208,"Drayton State School",108526,"55 Brisbane Street Drayton   Qld 4350",,,,1
2209,"Drillham State School",108529,"Jardine Street Drillham   Qld 4424",,,,1
2210,"Driver Primary School",108534,"37 Driver Avenue Driver   Nt 0830",,,,1
2211,"Dromana Primary School",108537,"Mcculloch Street Dromana   Vic 3936",,,,1
2212,"Drouin Primary School",108543,"153-161 Princes Way Cnr School Road Drouin   Vic 3818",,,,478
2213,"Drouin South Primary School",108544,"3061 Westernport Road Drouin South   Vic 3818",,,,1
2214,"Drouin West Primary School",108545,"535 Main Neerim Road Drouin West   Vic 3818",,,,66
2215,"Drummond Memorial Primary School",108552,"250 Rusden Street Armidale   Nsw 2350",,,,5
2216,"Drummond Primary School",108553,"11 Lauriston Road Drummond   Vic 3461",,,,1
2217,"Drummoyne Public School",108555,"Cnr Thompson St &amp; Rawson Ave Drummoyne   Nsw 2047",,,,551
2218,"Dryandra Primary School",108561,"Dryandra Drive Mirrabooka   Wa 6061",,,,1
2219,"Drysdale Primary School",108565,"Clifton Springs Road Drysdale   Vic 3222",,,,1
2220,"Duaringa State School",108589,"1 Charlotte Street Duaringa   Qld 4712",,,,1
2221,"Dubbo Christian School",108593,"Sheraton Road Dubbo   Nsw 2830",,,,1
2222,"Dubbo North Public School",108599,"162 Fitzroy Street Dubbo   Nsw 2830",,,,1
2223,"Dubbo Public School",108600,"181 Darling Street Dubbo   Nsw 2830",,,,1
2224,"Dubbo School Of Distance Education",108601,"Myall Street Dubbo   Nsw 2830",,,,1
2225,"Dubbo South Public School",108603,"293 Fitzroy Street Dubbo   Nsw 2830",,,,1
2226,"Dubbo West Public School",108605,"East Street Dubbo   Nsw 2830",,,,547
2227,"Dudley Park Primary School",108612,"Cnr Gillark &amp; Kooljack Sts Mandurah   Wa 6210",,,,1
2228,"Dudley Public School",108610,"124 Ocean St Cnr Boundary St Dudley   Nsw 2290",,,,140
2229,"Duffy Primary School",108615,"47 Burrinjuck Crescent Duffy   Act 2611",,,,1
2230,"Dulacca State School",108618,"3 North Road Dulacca   Qld 4425",,,,1
2231,"Dulwich Hill Primary School",108623,"2-26 Kintore Street Dulwich Hill   Nsw 2203",,,,1
2232,"Dumbleyung Primary School",108628,"Taylor Street Dumbleyung   Wa 6350",,,,1
2233,"Dunalley Primary School",108630,"20 Bay Street Dunalley   Tas 7177",,,,1
2234,"Duncraig Primary School",108636,"Roche Road Duncraig   Wa 6023",,,,1
2235,"Dundas Public School",108638,"85 Kissing Point Rd Dundas   Nsw 2117",,,,57
2236,"Dundee Beach Primary School",108639,"Shed 3/43 Albatross Street Winnellie   Nt 0822",,,,1
2237,"Dundula State School",108645,"1 Main Street Bakers Creek   Qld 4740",,,,1
2238,"Dundurrabin Public School",108644,"70 Mount Street Dundurrabin   Nsw 2453",,,,1
2239,"Dunedoo Central School",108648,"Digilah Street Dunedoo   Nsw 2844",,,,1
2240,"Dungay Public School",108650,"305 Tomewin Road Dungay   Nsw 2484",,,,35
2241,"Dungog Public School",108652,"9 Chapman Street Dungog   Nsw 2420",,,,
2242,"Dungowan Public School",130586,"Ogunbil Road Dungowan   Nsw 2340",,,,1
2243,"Dunkeld Consolidated School No 6215",108656,"Victoria Valley Road Dunkeld   Vic 3294",,,,1
2244,"Dunkeld State School",108659,"Dunkeld Mitchell   Qld 4465",,,,1
2245,"Dunolly Primary Sch 1582",108665,"8 Elgin Street Dunolly   Vic 3472",,,,1
2246,"Dunoon Public School",108664,"65 James Street Dunoon   Nsw 2480",,,,1
2247,"Dunsborough Primary School",108672,"Turner Street Dunsborough   Wa 6281",,,,1
2248,"Durack School",108683,"50 Woodlake Boulevard Durack   Nt 0830",,,,1
2249,"Durack State School",122697,"69 Inala Avenue Durack   Qld 4077",,,,1
2250,"Dural Public School",108681,"622 Old Northern Road Dural   Nsw 2158",,,,257
2251,"Duranbah Primary School",108680,"105 Duranbah Road Duranbah   Nsw 2487",,,,1
2252,"Duri Public School",108685,"Dungowan Road Duri   Nsw 2344",,,,1
2253,"Durong South State School",108688,"Durong-mundubbera Road Durong   Qld 4610",,,,1
2254,"Durrumbul Public School",108691,"Durrumbul Road Mullumbimby   Nsw 2482",,,,1
2255,"Dutch School 'de Kangoeroe'",138222,"Po Box 6130 Malabar   Nsw 2036",,,,1
2256,"Dutton Park State School",108693,"112 Annerley Road Dutton Park   Qld 4102",,,,1
2257,"Dwellingup Primary School",108703,"10 Newton Street Dwellingup   Wa 6213",,,,1
2258,"Dysart State School",108711,"Garnham Drive Dysart   Qld 4745",,,,1
2259,"E.a.southee Public School",123332,"Poole Street Cootamundra   Nsw 2590",,,,1
2260,"Eagle Junction State School",108723,"49 Roseby Avenue Clayfield   Qld 4011",,,,1
2261,"Eagle Point Primary School",108725,"43 School Road Eagle Point   Vic 3878",,,,1
2262,"Eagleby South State School",108729,"Fryar &amp; Riverhills Rds Eagleby   Qld 4207",,,,1
2263,"Eagleby State School",108726,"222-260 Fryar Road Cnr Herses Road Eagleby   Qld 4207",,,,1
2264,"Eaglehawk North Primary School",108720,"1 Raywood Road Eaglehawk   Vic 3556",,,,1
2265,"Eaglehawk Primary School",108721,"Church St Eaglehawk   Vic 3556",,,,1
2266,"Earlwood Public School",108742,"396 Homer Street Earlwood   Nsw 2206",,,,758
2267,"Earnshaw State College",119338,"Earnshaw Road Banyo   Qld 4014",,,,1
2268,"East Adelaide School",101787,"57-59 Second Avenue St Peters   Sa 5069",,,,1
2269,"East Bentleigh Primary School",117895,"90-92 Bignell Road Bentleigh East   Vic 3165",,,,1
2270,"East Brisbane State School",104784,"56 Wellington Road East Brisbane   Qld 4169",,,,1
2271,"East Butler Primary School",130302,"7 Amersham Crescent Butler   Wa 6036",,,,1
2272,"East Devonport Primary School",108277,"19-21 Thomas Street East Devonport   Tas 7310",,,,1
2273,"East Fremantle Primary School",110062,"8 Forrest Street Fremantle   Wa 6160",,,,1
2274,"East Hamersley Primary School",111471,"20 Doon Way East Hamersley   Wa 6022",,,,1
2275,"East Hills Public School",108776,"14-18 Lucas Road East Hills   Nsw 2213",,,,1
2276,"East Kalgoorlie Primary School",113572,"Cnr Cahill &amp; Mafeking Sts East Kalgoorlie   Wa 6430",,,,1
2277,"East Kenwick Primary School",114004,"96 Kenwick Road Kenwick   Wa 6107",,,,1
2278,"East Launceston Primary School",115044,"Cnr Abbott &amp; Mary Streets East Launceston   Tas 7250",,,,1
2279,"East Loddon P-12 College",115652,"Dingee Road Dingee   Vic 3571",,,,1
2280,"East Maitland Public School",116103,"28 William St East Maitland   Nsw 2323",,,,1
2281,"East Marden Primary School",116409,"43 James Street Campbelltown   Sa 5074",,,,
2282,"East Murray Area School",118405,"Karoonda   Sa 5307",,,,1
2283,"East Narrogin Primary School",118659,"Homer Street Narrogin   Wa 6312",,,,3
2284,"East Para Primary School",119973,"12 Caroona Ave Para Hills   Sa 5096",,,,1
2285,"East Tamar Primary School",116787,"Hargrave Crescent Mayfield   Tas 7248",,,,1
2286,"East Torrens Primary School",109292,"12 Robson Road Hectorville   Sa 5073",,,,1
2287,"East Ulverstone Primary School",125461,"18 Crawford Street Ulverstone   Tas 7315",,,,1
2288,"East Waikiki Primary School",125818,"Gibb Road Cooloongup   Wa 6169",,,,1
2289,"East Wanneroo Primary School",125965,"High Road Wanneroo   Wa 6065",,,,1
2290,"Eastbourne Primary School",108764,"13 Allambi Ave Cnr Curlew Dr Rosebud West   Vic 3940",,,,1
2291,"Eastern Creek Public School",108767,"200 Rooty Hill Rd South Eastern Creek   Nsw 2766",,,,1
2292,"Eastern Fleurieu R-12 School",102568,"Main Road Ashbourne   Sa 5157",,,,1
2293,"Eastern Fleurieu R-12 School Langhorne Creek Campus",108771,"Main Road Langhorne Creek   Sa 5255",,,,1
2294,"Eastern Fleurieu R-12 School Milang Campus",117350,"Rivers Street Milang   Sa 5256",,,,1
2295,"Eastern Fleurieu R-6 Campus",108769,"34 East Terrace Strathalbyn   Sa 5255",,,,1
2296,"Eastern Ranges School",125984,"Kingloch Parade Wantirna   Vic 3152",,,,1
2297,"Eastlakes Public School",108779,"6 Florence Avenue Eastlakes   Nsw 2018",,,,673
2298,"Eastside Lutheran College",108768,"4d Bounty Street Warrane   Tas 7018",,,,1
2299,"Eastwood Heights Public School",108788,"Lincoln Street Eastwood   Nsw 2122",,,,1
2300,"Eastwood Primary School",108792,"Alexandra Road Ringwood East   Vic 3135",,,,1
2301,"Eastwood Public School",108791,"208a Rowe Street Eastwood   Nsw 2122",,,,1
2302,"Eaton Primary School",108799,"Diadem Street Eaton   Wa 6232",,,,21
2303,"Eatons Hill State School",108797,"9-21 Marylin Terrace Eatons Hill   Qld 4037",,,,1
2304,"Ebenezer Public School",108802,"531 Sackville Road Ebenezer   Nsw 2756",,,,1
2305,"Ebor Public School",130587,"Ebor Street Ebor   Nsw 2453",,,,11
2306,"Echuca East Primary School",108818,"21-31 Eyre Street Echuca   Vic 3564",,,,1
2307,"Echuca Primary School",108821,"413-431 High Street Cnr Pakenham Street Echuca   Vic 3564",,,,1
2308,"Echuca South Primary School",108825,"50-62 Mckenzie Street Echuca   Vic 3564",,,,1
2309,"Echuca Specialist School",108823,"High Street South Echuca   Vic 3564",,,,1
2310,"Echuca West Primary School",108827,"189 Echuca West School Road Echuca   Vic 3564",,,,1
2311,"Echunga Primary School",108814,"Echunga Road Echunga   Sa 5153",,,,1
2312,"Eddystone Primary School",108841,"Littorina Ave Heathridge   Wa 6027",,,,1
2313,"Eden Hill Primary School",108851,"Ivanhoe Street Eden Hill   Wa 6054",,,,1
2314,"Eden Hills Primary School",108848,"78 Wilpena Street Eden Hills   Sa 5050",,,,1
2315,"Eden Primary School",108856,"124 Imlay Street Eden   Nsw 2551",,,,1
2316,"Edens Landing State School",108855,"1 Jamie Nicolson Ave Edens Landing   Qld 4207",,,,
2317,"Edensor Park Public School",108858,"16-34 Swan Rd &amp; Gwandalan Rd Edensor Park   Nsw 2176",,,,1
2318,"Edge Hill State School",108867,"254 Pease Street Edge Hill   Qld 4870",,,,1
2319,"Edgeware School",140191,"6 Burnett St Hurlstone Park   Nsw 2193",,,,1
2320,"Edgewater Primary School",108870,"76 Treetop Ave Edgewater   Wa 6027",,,,25
2321,"Edgeworth Heights Public Sch",108866,"Ridley Street Edgeworth   Nsw 2285",,,,1
2322,"Edgeworth Public School",108872,"7 Minmi Road Edgeworth   Nsw 2285",,,,1
2323,"Edi Upper Primary School",108883,"832 Edi Cheshutt Road Edi Upper   Vic 3678",,,,1
2324,"Edinburgh Adventist Primary School",107555,"Cnr Edinburgh &amp; Allenby Rds Lilydale   Vic 3140",,,,1
2325,"Edith Creek Primary School",108879,"Ra 1282 Trowutta Road Edith Creek   Tas 7330",,,,61
2326,"Edithburgh Primary School",108877,"Giles Terrace Edithburgh   Sa 5583",,,,1
2327,"Edithvale Primary School",108882,"42-54 Edithvale Rd Edithvale   Vic 3196",,,,1
2328,"Edney Primary School",108891,"204 Newburn Road High Wycombe   Wa 6057",,,,1
2329,"Edspace Education &amp; Training Centre - Capability Building Inc",136712,,,,,1
2330,"Education For Life",139525,,,,,1
2331,"Edward Public School",108898,"Butler Street Deniliquin   Nsw 2710",,,,1
2332,"Edwardstown Primary School",108897,"Maria Street Melrose Park   Sa 5039",,,,1
2333,"Eglinton Public School",108921,"29 Alexander Street Eglinton   Nsw 2795",,,,1
2334,"Eidsvold State School",108928,"7 Hodgkinson Street Eidsvold   Qld 4627",,,,1
2335,"Eight Mile Plains State School",108931,"480 Underwood Road Eight Mile Plains   Qld 4113",,,,1
2336,"Eildon Primary School",108942,"45 High Street Eildon   Vic 3713",,,,1
2337,"Eimeo Road State School",108947,"15 Eimeo Road Rural View   Qld 4740",,,,1
2338,"El Arish State School",108963,"26-42 Chauvel St El Arish   Qld 4855",,,,1
2339,"Elands Public School",108961,"Main Road Elands   Nsw 2429",,,,1
2340,"Elanora Heights Public Sch",108959,"43-45 Elanora Road Elanora Heights   Nsw 2101",,,,20
2341,"Elanora State Primary School",108962,"Kp Mcgrath Drive Elanora   Qld 4221",,,,1
2342,"Elderslie Public School",133870,"170 Lodges Road Elderslie   Nsw 2570",,,,1
2343,"Eleebana Public School",108969,"70 Ian Street Eleebana   Nsw 2282",,,,1
2344,"Elermore Vale Public School",108972,"55 Jubilee Road Elermore Vale   Nsw 2287",,,,1
2345,"Elimbah State School",108982,"Lot 242 School Road Elimbah   Qld 4516",,,,1
2346,"Elizabeth Downs Primary Sch C-7",108992,"Heard Street Elizabeth Downs   Sa 5113",,,,1
2347,"Elizabeth East Primary School",108994,"15 Dolphin Street Elizabeth East   Sa 5112",,,,1
2348,"Elizabeth Grove Primary Sch",108996,"20 Haynes Street Elizabeth Grove   Sa 5112",,,,1
2349,"Elizabeth North Primary School",109002,"141 Woodford Road Elizabeth North   Sa 5113",,,,1
2350,"Elizabeth Park Schools",109003,"15 Turner Road Cnr Bowman Street Elizabeth Park   Sa 5113",,,,1
2351,"Elizabeth South Primary School",109004,"5 Chivell Street Elizabeth South   Sa 5112",,,,1
2352,"Elizabeth Vale Cpc-7 Primary School",109007,"Rollison Road Elizabeth Vale   Sa 5112",,,,1
2353,"Ellalong Primary School",109013,"Helena Street Ellalong   Nsw 2325",,,,1
2354,"Ellen Stirling Primary School",131965,"23 Strathmore Parkway Ellenbrook   Wa 6069",,,,1
2355,"Ellenbrook Primary School",109022,"65 Fortescue Place Ellenbrook   Wa 6069",,,,1
2356,"Ellerston Public School",109019,"Ellerston Gatehouse School Road Ellerston   Nsw 2337",,,,1
2357,"Elliminyt Primary School",109028,"176 Main Street Elliminyt   Vic 3249",,,,1
2358,"Ellinbank Primary School",109026,"13 Community Place Ellinbank   Vic 3821",,,,28
2359,"Elliott Community Education Ct Education Centre",109024,"Post Office Elliott   Nt 0862",,,,1
2360,"Elliott Heads State School",109025,"143 Breusch Rd Elliott Heads   Qld 4670",,,,1
2361,"Elliott Primary School",109030,"Post Office Elliott   Nt 0862",,,,1
2362,"Ellison Public School",109027,"Ellison Road Springwood   Nsw 2777",,,,1
2363,"Elliston Area School",109023,"Flinders Highway Elliston   Sa 5670",,,,1
2364,"Elmhurst Primary School",109032,"48 Byerly Street Elmhurst   Vic 3469",,,,1
2365,"Elmore Primary Sch",109034,"36 Michie St Elmore   Vic 3558",,,,1
2366,"Elonera Montessori School",109036,"21 Mount Ousley Road Mount Ousley   Nsw 2519",,,,1
2367,"Elouera Special School",109037,"31 Yass Road Cootamundra   Nsw 2590",,,,1
2368,"Elphinstone Primary School",109039,"14 Wright St Elphinstone   Vic 3448",,,,1
2369,"Elsternwick Primary School",109048,"44-48 Murphy Street Brighton   Vic 3186",,,,1
2370,"Eltham East Primary School No 4897",109058,"16 Grove Street Eltham   Vic 3095",,,,1
2371,"Eltham North Primary School",109063,"35-47 Wattletree Road Eltham North   Vic 3095",,,,1
2372,"Eltham Primary School",109064,"70 Dalton Street Eltham   Vic 3095",,,,1
2373,"Eltham Public School",136647,"Boatharbour Road Eltham   Nsw 2480",,,,1
2374,"Elwood Primary School",109073,"45 Scott Street Elwood   Vic 3184",,,,1
2375,"Emanuel School",109076,"18-20 Stanley Street Cnr Avoca Street Randwick   Nsw 2031",,,,1
2376,"Embleton Pre Primary School",109081,"Cnr Priestley St &amp; Collier Rd Embleton   Wa 6062",,,,1
2377,"Embleton Primary School",109083,"51 Priestley Street Embleton   Wa 6062",,,,1
2378,"Emerald Christian College",109094,"Lot 2  Gregory Highway Emerald   Qld 4720",,,,1
2379,"Emerald North State School",109100,"Campbell Street Emerald   Qld 4720",,,,1
2380,"Emerald Primary School",109104,"Heroes Avenue Emerald   Vic 3782",,,,1
2381,"Emerald State School",109103,"Anakie Street Emerald   Qld 4720",,,,1
2382,"Emerson Middle School Middle School Campus",143991,,,,,1
2383,"Emerson School",109105,"1430 Heatherton Road Dandenong   Vic 3175",,,,1
2384,"Emerton Public School",109101,"5-7 Hindemith Avenue Emerton   Nsw 2770",,,,249
2385,"Emmanuel Catholic Primary School",108831,"Baxter Drive North Mackay   Qld 4740",,,,1
2386,"Emmanuel Christian Sch",109112,"3 Salcott Road Girrawheen   Wa 6064",,,,1
2387,"Emmanuel Christian School",109111,"1 Chipmans Road Rokeby   Tas 7019",,,,1
2388,"Emmanuel College",109115,"Birmingham Road Cararra   Qld 4211",,,,1
2389,"Emmaus Catholic Primary School",131893,"1503 Geelong Road Mount Clear   Vic 3350",,,,48
2390,"Emmaus Catholic Primary School",109123,"370 Sydenham Road Sydenham   Vic 3037",,,,1
2391,"Emmaus Catholic School",109109,"2 Todd Street Woodcroft   Sa 5162",,,,1
2392,"Emmaus Christian School",109110,"73 Davenport Street &amp; Cnr Bancroft Street Dickson   Act 2602",,,,1
2393,"Emmaus College",109118,"48 East Street Jimboomba   Qld 4280",,,,158
2394,"Emmaville Central School",109117,"Park Road Emmaville   Nsw 2371",,,,1
2395,"Empire Bay Public School",109133,"Empire Bay Drive Empire Bay   Nsw 2257",,,,244
2396,"Empire Vale Public School",109134,"468 River Drive Empire Vale   Nsw 2478",,,,1
2397,"Emu Creek State School",109137,"14534 New England Highway Greenmount East Greenmount East   Qld 4359 4359 Phone: 07 4697 1171",,,,1
2398,"Emu Heights Public School",109139,"65a Wedmore Rd Emu Plains   Nsw 2750",,,,1
2399,"Emu Park State School",109145,"26 Fountain Street Emu Park   Qld 4710",,,,1
2400,"Emu Plains Public School",109143,"13-17 Emerald Street Emu Plains   Nsw 2750",,,,1
2401,"Encompass Outdoors",136628,"9 Romsey Street Waitara Waitara   Nsw 2077 2077 Phone: 02 9487 1109",,,,1
2402,"Encounter Lutheran School Inc",109150,"64 Adelaide Road Victor Harbor   Sa 5211",,,,1
2403,"Endeavour Christian College Christian Community Ministries",141531,,,,,1
2404,"Endeavour Primary School",109156,"Cnr Endeavour &amp; Achiever Drives Port Kennedy   Wa 6172",,,,1
2405,"Eneabba Primary School",109162,"Dewar Street Eneabba   Wa 6518",,,,1
2406,"Enfield Primary School",109165,"Clarice Avenue Enfield   Sa 5085",,,,1
2407,"Enfield Public School",109167,"34a Beaumaris Street Enfield   Nsw 2136",,,,1
2408,"Engadine Public School",109172,"1a Waratah Road Engadine   Nsw 2233",,,,1
2409,"Engadine West Public School",109174,"4 Buckle Avenue Engadine   Nsw 2233",,,,1
2410,"Enngonia Public School",109183,"Lot 9 Belalie Street Enngonia   Nsw 2840",,,,1
2411,"Enoggera State School",109189,"235 South Pine Road Enoggera   Qld 4051",,,,1
2412,"Epenarra School",140216,"C/- Education Stores Maloney Street Tennant Creek   Nt 0860",,,,1
2413,"Eppalock Primary School",109198,"149 Patons Road Axe Creek   Vic 3551",,,,1
2414,"Epping Heights Public School",109201,"128 Kent Street Epping   Nsw 2121",,,,1
2415,"Epping North Public School",109204,"89-119 Boundary Road North Epping   Nsw 2121",,,,1
2416,"Epping Primary School",109208,"805 High Street Epping   Vic 3076",,,,1
2417,"Epping Primary School Greenbrook Campus",111029,"60 Peppercorn Pde Epping   Vic 3076",,,,1
2418,"Epping Public School",109207,"2-16 Norfolk Rd Epping   Nsw 2121",,,,1
2419,"Epping Views Primary School",131869,"20 Mansfield Street Epping   Vic 3076",,,,1
2420,"Epping West Public School",109210,"96 Carlingford Road Epping   Nsw 2121",,,,48
2421,"Epsom Primary School No 2367",109216,"Howard Street Epsom   Vic 3551",,,,1
2422,"Erasmus School",140608,"40 Lisson Grove Hawthorn   Vic 3122",,,,1
2423,"Erina Heights Public School",109225,"2 Serpentine Road Erina Heights   Nsw 2260",,,,356
2424,"Ermington Public School",109231,"14 Winbourne Street West Ryde   Nsw 2114",,,,1
2425,"Ermington West Public School",109233,"Vignes Street Ermington   Nsw 2115",,,,1
2426,"Ernabella Anangu School",109235,"23 Ghan Terrace Alice Springs   Nt 0870",,,,1
2427,"Eromanga State School",109236,"Donald Street Eromanga   Qld 4480",,,,1
2428,"Erskineville Public School",129515,"Malcolm Street Erskineville   Nsw 2043",,,,1
2429,"Eschol Park Public School",109242,"24 Eschol Park Drive Eschol Park   Nsw 2558",,,,1
2430,"Esk State School",109248,"Cnr East &amp; Ann St Esk   Qld 4312",,,,1
2431,"Eskdale Primary School No 2318",109246,"Post Office Eskdale   Vic 3701",,,,1
2432,"Esperance Anglican Community School",133707,"5 Griffin Street Esperance   Nsw 6450",,,,1
2433,"Esperance Christian Primary School",109267,"Cnr Ocean &amp; Blake Sts Esperance   Wa 6450",,,,1
2434,"Esperance Primary School",109265,"Andrew Street Esperance   Wa 6450",,,,1
2435,"Essendon North Primary School",109272,"112 Keilor Road North Essendon   Vic 3041",,,,1
2436,"Essendon Primary School",109273,"38 Raleigh Street Essendon   Vic 3040",,,,1
2437,"Essex Heights Primary School",109270,"22-30 Essex Rd Mountverley   Vic 3149",,,,1
2438,"Essington Christian Academy",140236,"2 Bridge Road Westmead   Nsw 2145",,,,1
2439,"Eton North State School",130190,"Kinchant Dam Road North Eton   Qld 4741",,,,1
2440,"Eton State School",109290,"10 Prospect Street Eton   Qld 4741",,,,1
2441,"Ettalong Public School",109293,"Karingi Street Ettalong   Nsw 2257",,,,1
2442,"Euabalong West Public School",109294,"Euabba Street Euabalong West   Nsw 2877",,,,1
2443,"Euchareena Public School",140316,"6 Walter Street Euchareena   Nsw 2866",,,,1
2444,"Eudlo State School",109298,"2 Highlands Road Cnr Rosebed Street Eudlo   Qld 4554",,,,1
2445,"Eudunda Area School",109297,"2 Reserve Road Eudunda   Sa 5374",,,,1
2446,"Eugowra Public School",109303,"11 Hill Street Eugowra   Nsw 2806",,,,1
2447,"Eulo State School",109305,"Leo Street Eulo   Qld 4491",,,,27
2448,"Eumundi State School",109311,"22 Caplick Way Eumundi   Qld 4562",,,,1
2449,"Eumungerie Public School",109310,"1 Wheaton Street Eumungerie   Nsw 2831",,,,1
2450,"Eungai Public School",109313,"Main St Eungai Creek   Nsw 2441",,,,98
2451,"Eungella State Primary School",109314,"Chelmer Street Dalrymple Heights   Qld 4757",,,,1
2452,"Eureka Primary School",109318,"Eureka Road Eureka   Nsw 2480",,,,1
2453,"Euroa Primary School 1706",109325,"Clifton Street Euroa   Vic 3666",,,,1
2454,"Eurongilly Public School",109324,"Eurongilly-wagga Wagga Road Eurongilly   Nsw 2663",,,,1
2455,"Euston Public School",109329,"Sturt Highway Euston   Nsw 2737",,,,1
2456,"Evandale Primary School",109339,"Barclay Street Evandale   Tas 7212",,,,1
2457,"Evans Intensive English Centre",141714,,,,,1
2458,"Evans River K-12 Community School",109338,"Cypress Street Evans Head   Nsw 2473",,,,231
2459,"Evanston Gardens Primary School",109333,"71 Angle Vale Road Evanston Gardens   Sa 5116",,,,1
2460,"Evatt Primary School",109342,"Heydon Cres Evatt   Act 2617",,,,1
2461,"Everton Park State School",109348,"15 Deakin Street Everton Park   Qld 4053",,,,1
2462,"Everton Primary School",109349,"Great Alpine Road Wangaratta   Vic 3678",,,,1
2463,"Excelsior Primary School",127896,"63 Shreeve Road Canning Vale   Wa 6155",,,,1
2464,"Excelsior Public School",109362,"43-57 Rondelay Drive Castle Hill   Nsw 2154",,,,1
2465,"Exeter Primary School",109368,"Glen Ard Mohr Rd Exeter   Tas 7275",,,,1
2466,"Exeter Public School",109366,"School Road Exeter   Nsw 2579",,,,1
2467,"Exford Primary School",109369,"Exford Road Exford   Vic 3338",,,,1
2468,"Fadden Primary School",109384,"Hanlon Crescent Fadden   Act 2904",,,,1
2469,"Fahan School",109387,"Fisher Avenue Sandy Bay   Tas 7005",,,,1
2470,"Fairfax Public School",132593,"Francis Street Narrabri   Nsw 2390",,,,1
2471,"Fairfield Heights Public Sch",109408,"Station Street Fairfield   Nsw 2165",,,,1
2472,"Fairfield Intensive English Centre",141717,,,,,1
2473,"Fairfield Primary School",109422,"5 Langridge Street Fairfield   Vic 3078",,,,1
2474,"Fairfield Public School",109406,"68-82 Smart Street Fairfield   Nsw 2165",,,,1
2475,"Fairfield West Public School",109431,"Palmerston Road Fairfield West   Nsw 2165",,,,1
2476,"Fairhills Primary School No 4906",109410,"Manuka Drive Ferntree Gully   Vic 3156",,,,1
2477,"Fairholme College",109399,"Wirra Wirra Street Toowoomba   Qld 4350",,,,1
2478,"Fairvale Public School",109428,"83-99 Wolseley Street Fairfield   Nsw 2165",,,,1265
2479,"Fairview Heights State School",109409,"75 Mcdougall Street Toowoomba   Qld 4350",,,,1
2480,"Fairview Park Primary School",109415,"Nepondi Court Fairview Park   Sa 5126",,,,1
2481,"Fairview Primary School",109429,"Vernon Street Collie   Wa 6225",,,,1
2482,"Fairview Primary School",109424,"211 Backriver Road New Norfolk   Tas 7140",,,,1
2483,"Fairy Meadow Demonstration Sch",109414,"Princes Highway Fairy Meadow   Nsw 2519",,,,1
2484,"Faith Baptist Christian School",109434,"1315 Dawson Highway Burua   Qld 4680",,,,1
2485,"Faith Christian School Of Distance Education",138273,"19 Eridani Avenue Kingston Kingston   Qld 4114 4114 Phone: 07 3299 7992",,,,1
2486,"Faith Lutheran College",109445,"132 Link Road Victoria Point   Qld 4165",,,,1
2487,"Falcon Primary School",109439,"30 Baloo Crescent Falcon   Wa 6210",,,,1
2488,"Falls Creek Primary School",109440,"26 Vidler Street Falls Creek   Nsw 2540",,,,1
2489,"Falls Creek Primary School",109444,"Slalom Street Falls Creek   Vic 3699",,,,1
2490,"Falls Road Primary School",109443,"50 Falls Road Lesmurdie   Wa 6076",,,,471
2491,"Farleigh State School",109459,"Lot 1 Chidlow Street Farleigh   Qld 4741",,,,1
2492,"Farmborough Rd Primary Sch",109465,"56 Farmborough Rd Unanderra   Nsw 2526",,,,1
2493,"Farmhouse Montessori Primary School - Manly Warringah Montessori",141619,,,,,1
2494,"Farmhouse Montessori School Manly Warringah Montessori Soc",109461,"9 Bardoo Avenue North Balgowlah   Nsw 2093",,,,
2495,"Farnborough State School",109467,"8 Hinz Avenue Yeppoon   Qld 4703",,,,1
2496,"Farrell Flat Primary School",109456,"Love Street Farrell Flat   Sa 5416",,,,1
2497,"Farrer Primary School",109472,"Lambrigg Street Farrer   Act 2607",,,,1
2498,"Fassifern Public School",140248,"9 Miller Road Fassifern   Nsw 2283",,,,1
2499,"Faulconbridge Public School",109476,"Grose Road Faulconbridge   Nsw 2776",,,,1
2500,"Fawkner Primary School",109480,"40 Lorne Street Fawkner   Vic 3060",,,,1
2501,"Federal State School",109670,"40 Middle Creek Road Federal   Qld 4568",,,,1
2502,"Felixstow Community School",138103,"5-11 Briar Road Felixstow Felixstow   Sa 5070 5070 Phone: 08 8365 7183",,,,1
